Location	Pincode	State	District
Punnavely	689589	Kerala	Pathanamthitta
Puramattom	689543	Kerala	Pathanamthitta
Pushpagiri Tiruvalla	689105	Kerala	Pathanamthitta
Puthumala	691554	Kerala	Pathanamthitta
Puthusserimala	689672	Kerala	Pathanamthitta
Puthusserry South	689602	Kerala	Pathanamthitta
Ranny	689672	Kerala	Pathanamthitta
Ranny Edamon	689681	Kerala	Pathanamthitta
Ranny Perinad	689711	Kerala	Pathanamthitta
Ranny-pazhavangadi	689673	Kerala	Pathanamthitta
Seethathode	689667	Kerala	Pathanamthitta
Thadiyur	689545	Kerala	Pathanamthitta
Thalachira Eram	689664	Kerala	Pathanamthitta
Thannithode	689699	Kerala	Pathanamthitta
Thattayil	691525	Kerala	Pathanamthitta
Thazhathuvadakku	691526	Kerala	Pathanamthitta
Thekketheri	691552	Kerala	Pathanamthitta
Thekkumkal	689614	Kerala	Pathanamthitta
Thekkuthode	689699	Kerala	Pathanamthitta
Thelliyoor	689544	Kerala	Pathanamthitta
Thengamom	690522	Kerala	Pathanamthitta
Thengeli	689106	Kerala	Pathanamthitta
Thengumcavu	689646	Kerala	Pathanamthitta
Theodical	689613	Kerala	Pathanamthitta
Theppupara	691554	Kerala	Pathanamthitta
Thirumoolapuram	689115	Kerala	Pathanamthitta
Thombikandam	689676	Kerala	Pathanamthitta
Thonniamala	689668	Kerala	Pathanamthitta
Thottabhagom	689541	Kerala	Pathanamthitta
Thulappally	686510	Kerala	Pathanamthitta
Thumpamon	689502	Kerala	Pathanamthitta
Thumpamon North	689625	Kerala	Pathanamthitta
Thumpamon Thazham	689632	Kerala	Pathanamthitta
Thuruthicaud	689587	Kerala	Pathanamthitta
Thuvayur South	691552	Kerala	Pathanamthitta
Tiruvalla	689101	Kerala	Pathanamthitta
Tiruvalla Market jn	689101	Kerala	Pathanamthitta
Tiruvalla Rs	689111	Kerala	Pathanamthitta
Ulanad	689503	Kerala	Pathanamthitta
Ullannur	689503	Kerala	Pathanamthitta
Urukari	689595	Kerala	Pathanamthitta
Uthimoodu	689645	Kerala	Pathanamthitta
Vadakkedathukavu Jn	691529	Kerala	Pathanamthitta
Vadakkupuram	689653	Kerala	Pathanamthitta
Vadasserikara	689662	Kerala	Pathanamthitta
Vaipur	689588	Kerala	Pathanamthitta
Vakayar	689698	Kerala	Pathanamthitta
Valakuzhy	689544	Kerala	Pathanamthitta
Valanjavattom	689104	Kerala	Pathanamthitta
Valiyakavu	689675	Kerala	Pathanamthitta
Vallamkulam	689541	Kerala	Pathanamthitta
Vallamkulam East	689541	Kerala	Pathanamthitta
Vallicode	689659	Kerala	Pathanamthitta
Vallicode Kottayam	689656	Kerala	Pathanamthitta
Varayannur	689548	Kerala	Pathanamthitta
Vayala Parakode	691554	Kerala	Pathanamthitta
Vayalathala	689660	Kerala	Pathanamthitta
Vayyattupuzha	689663	Kerala	Pathanamthitta
Vazhamuttom	689647	Kerala	Pathanamthitta
Vazhamuttom East	689646	Kerala	Pathanamthitta
Vdakkumbhagom	689621	Kerala	Pathanamthitta
Vellappara	689691	Kerala	Pathanamthitta
Vellayil	689613	Kerala	Pathanamthitta
Velliyara	689612	Kerala	Pathanamthitta
Vennikulam	689544	Kerala	Pathanamthitta
Venpala	689114	Kerala	Pathanamthitta
Vettur Kumbazha	689653	Kerala	Pathanamthitta
Adayamon	695614	Kerala	Thiruvananthapuram
Alamcode	695102	Kerala	Thiruvananthapuram
Aliyadu	695607	Kerala	Thiruvananthapuram
Altharamoodu	695102	Kerala	Thiruvananthapuram
Amachal	695572	Kerala	Thiruvananthapuram
Amaravila	695122	Kerala	Thiruvananthapuram
Ambalamukku	695005	Kerala	Thiruvananthapuram
Ambalathara	695026	Kerala	Thiruvananthapuram
Ambalathinkala	695572	Kerala	Thiruvananthapuram
Amboori	695505	Kerala	Thiruvananthapuram
Anad	695544	Kerala	Thiruvananthapuram
Anakudy	695606	Kerala	Thiruvananthapuram
Anappara	695551	Kerala	Thiruvananthapuram
Anathalavattom	695306	Kerala	Thiruvananthapuram
Anavoor	695124	Kerala	Thiruvananthapuram
Anayara	695029	Kerala	Thiruvananthapuram
Andoorkonam	695584	Kerala	Thiruvananthapuram
Anjengo	695309	Kerala	Thiruvananthapuram
Aralumoodu	695123	Kerala	Thiruvananthapuram
Aramada	695032	Kerala	Thiruvananthapuram
Arayur	695122	Kerala	Thiruvananthapuram
Arumanoor	695525	Kerala	Thiruvananthapuram
Aruvikara	695564	Kerala	Thiruvananthapuram
Aruvipuram	695126	Kerala	Thiruvananthapuram
Aryanad	695542	Kerala	Thiruvananthapuram
Attakulangara	695023	Kerala	Thiruvananthapuram
Attingal	695101	Kerala	Thiruvananthapuram
Attukal	695009	Kerala	Thiruvananthapuram
Avanavancherry	695103	Kerala	Thiruvananthapuram
Ayilam	695103	Kerala	Thiruvananthapuram
Ayira	695502	Kerala	Thiruvananthapuram
Ayroor-varkala	695310	Kerala	Thiruvananthapuram
Azhurmarket	695305	Kerala	Thiruvananthapuram
Balaramapuram	695501	Kerala	Thiruvananthapuram
Beemapally	695008	Kerala	Thiruvananthapuram
Bhagavathinada	695501	Kerala	Thiruvananthapuram
Bharathannur	695616	Kerala	Thiruvananthapuram
Bonaccord	695557	Kerala	Thiruvananthapuram
Cgo Complex poonkulam	695522	Kerala	Thiruvananthapuram
Chaikkottukonam	695122	Kerala	Thiruvananthapuram
Chakkai	695024	Kerala	Thiruvananthapuram
Changa	695542	Kerala	Thiruvananthapuram
Channamkara	695315	Kerala	Thiruvananthapuram
Charupara	695601	Kerala	Thiruvananthapuram
Cheeranikkara	695615	Kerala	Thiruvananthapuram
Chekkakonam	695564	Kerala	Thiruvananthapuram
Chempazhanthy	695587	Kerala	Thiruvananthapuram
Chenkal	695132	Kerala	Thiruvananthapuram
Cheriakolla	695504	Kerala	Thiruvananthapuram
Cheriyakonni	695013	Kerala	Thiruvananthapuram
Cherunniyur	695142	Kerala	Thiruvananthapuram
Cheruvarakonam	695502	Kerala	Thiruvananthapuram
Cheruvikkal	695011	Kerala	Thiruvananthapuram
Chettachal	695551	Kerala	Thiruvananthapuram
Chilakur	695141	Kerala	Thiruvananthapuram
Chirayinkeezhu	695304	Kerala	Thiruvananthapuram
Chittattumukku	695588	Kerala	Thiruvananthapuram
Chowara	695501	Kerala	Thiruvananthapuram
Chullimanoor	695541	Kerala	Thiruvananthapuram
Cotton Hill	695014	Kerala	Thiruvananthapuram
Daivapura	695563	Kerala	Thiruvananthapuram
Dalmughom	695125	Kerala	Thiruvananthapuram
Dhanuvachapuram	695503	Kerala	Thiruvananthapuram
Edakode	695104	Kerala	Thiruvananthapuram
Edava	695311	Kerala	Thiruvananthapuram
Elakamon	695310	Kerala	Thiruvananthapuram
Elakamon-kizhakkepuram	695310	Kerala	Thiruvananthapuram
Elavattom	695562	Kerala	Thiruvananthapuram
Elluvila	695504	Kerala	Thiruvananthapuram
Ex-servicemen's Colony	695562	Kerala	Thiruvananthapuram
Goureesapattom	695004	Kerala	Thiruvananthapuram
Hariharapuram	695310	Kerala	Thiruvananthapuram
Idinjar	695563	Kerala	Thiruvananthapuram
Ilamba	695103	Kerala	Thiruvananthapuram
Ilanchiyam	695563	Kerala	Thiruvananthapuram
Industrial Estate	695019	Kerala	Thiruvananthapuram
Irinchayam	695561	Kerala	Thiruvananthapuram
Iroorpara	695584	Kerala	Thiruvananthapuram
Jagathy	695014	Kerala	Thiruvananthapuram
Janardhanapuram	695141	Kerala	Thiruvananthapuram
Kachani	695013	Kerala	Thiruvananthapuram
Kadakkavur	695306	Kerala	Thiruvananthapuram
Kaikara	695307	Kerala	Thiruvananthapuram
Kaimanam	695040	Kerala	Thiruvananthapuram
Kaithamukku	695024	Kerala	Thiruvananthapuram
Kakkavila	695506	Kerala	Thiruvananthapuram
Kalamachal	695606	Kerala	Thiruvananthapuram
Kallambalam	695605	Kerala	Thiruvananthapuram
Kallar Tvm	695551	Kerala	Thiruvananthapuram
Kallara	695608	Kerala	Thiruvananthapuram
Kallayam	695043	Kerala	Thiruvananthapuram
Kalliyal	695574	Kerala	Thiruvananthapuram
Kalliyoor	695042	Kerala	Thiruvananthapuram
Kanchinada	695609	Kerala	Thiruvananthapuram
Kandala	695512	Kerala	Thiruvananthapuram
Kaniyapuram	695301	Kerala	Thiruvananthapuram
Kanjampazhanji	695525	Kerala	Thiruvananthapuram
Kanjiramkulam	695524	Kerala	Thiruvananthapuram
Kanjirampara	695030	Kerala	Thiruvananthapuram
Kappil	695311	Kerala	Thiruvananthapuram
Karakonam	695504	Kerala	Thiruvananthapuram
Karakulam	695564	Kerala	Thiruvananthapuram
Karamana	695002	Kerala	Thiruvananthapuram
Karavaram	695605	Kerala	Thiruvananthapuram
Karikuzhi	695505	Kerala	Thiruvananthapuram
Karimanal	695583	Kerala	Thiruvananthapuram
Karimancode	695562	Kerala	Thiruvananthapuram
Karimkuttikara	695606	Kerala	Thiruvananthapuram
Karipur	695541	Kerala	Thiruvananthapuram
Karode	695506	Kerala	Thiruvananthapuram
Karumom	695002	Kerala	Thiruvananthapuram
Karyavattom	695581	Kerala	Thiruvananthapuram
Katakam	695304	Kerala	Thiruvananthapuram
Kattachalkuzhy	695509	Kerala	Thiruvananthapuram
Kattacode	695572	Kerala	Thiruvananthapuram
Kattaikonam	695584	Kerala	Thiruvananthapuram
Kattakada	695572	Kerala	Thiruvananthapuram
Kattumpuram	695608	Kerala	Thiruvananthapuram
Kaudiar	695003	Kerala	Thiruvananthapuram
Kaudiar Square	695003	Kerala	Thiruvananthapuram
Kavalayur	695144	Kerala	Thiruvananthapuram
Kazhakuttam	695582	Kerala	Thiruvananthapuram
Kazhavur	695526	Kerala	Thiruvananthapuram
Keezharur	695130	Kerala	Thiruvananthapuram
Keezhattingal	695101	Kerala	Thiruvananthapuram
Kerala Governor's camp	695099	Kerala	Thiruvananthapuram
Kidarakuzhy	695523	Kerala	Thiruvananthapuram
Kilimanur	695601	Kerala	Thiruvananthapuram
Kilimanur Palace	695601	Kerala	Thiruvananthapuram
Kizhuvalam	695104	Kerala	Thiruvananthapuram
Kochuvila	695563	Kerala	Thiruvananthapuram
Kodithookiyakunnu	695608	Kerala	Thiruvananthapuram
Kodunganur	695013	Kerala	Thiruvananthapuram
Kodungavila	695123	Kerala	Thiruvananthapuram
Koduvazhannur	695612	Kerala	Thiruvananthapuram
Koithurkonam	695584	Kerala	Thiruvananthapuram
Kokkotela	695542	Kerala	Thiruvananthapuram
Kokkottukonam	695604	Kerala	Thiruvananthapuram
Koliakode	695607	Kerala	Thiruvananthapuram
Kollode	695571	Kerala	Thiruvananthapuram
Konchira	695615	Kerala	Thiruvananthapuram
Koonanvenga	695560	Kerala	Thiruvananthapuram
Koonthallur	695304	Kerala	Thiruvananthapuram
Koothali(tvm)	695505	Kerala	Thiruvananthapuram
Kottackal (tvm)	695124	Kerala	Thiruvananthapuram
Kottakkakom	695542	Kerala	Thiruvananthapuram
Kottapuram	695521	Kerala	Thiruvananthapuram
Kottoor(tvm)	695574	Kerala	Thiruvananthapuram
Kottukal	695501	Kerala	Thiruvananthapuram
Kottukunnam	695606	Kerala	Thiruvananthapuram
Kovalam	695527	Kerala	Thiruvananthapuram
Kovalam Beach	695527	Kerala	Thiruvananthapuram
Kudappanakunnu	695043	Kerala	Thiruvananthapuram
Kudappanamoodu	695510	Kerala	Thiruvananthapuram
Kudavur	695313	Kerala	Thiruvananthapuram
Kudayal	695505	Kerala	Thiruvananthapuram
Kulamuttam	695144	Kerala	Thiruvananthapuram
Kulappada	695542	Kerala	Thiruvananthapuram
Kulathur	695583	Kerala	Thiruvananthapuram
Kunnathukal	695504	Kerala	Thiruvananthapuram
Kurakkada	695104	Kerala	Thiruvananthapuram
Kuravankonam	695003	Kerala	Thiruvananthapuram
Kurumbayam	695608	Kerala	Thiruvananthapuram
Kuruthamcode	695572	Kerala	Thiruvananthapuram
Kuthirakalam-vellanad	695543	Kerala	Thiruvananthapuram
Kuthirakulam	695615	Kerala	Thiruvananthapuram
Kuttamala	695505	Kerala	Thiruvananthapuram
Kuttichal	695574	Kerala	Thiruvananthapuram
Kuvalassery	695512	Kerala	Thiruvananthapuram
Lourdepuram	695526	Kerala	Thiruvananthapuram
Machel	695571	Kerala	Thiruvananthapuram
Madavoor-pallickal	695602	Kerala	Thiruvananthapuram
Malakkal	695602	Kerala	Thiruvananthapuram
Malayam	695571	Kerala	Thiruvananthapuram
Malayinkil	695571	Kerala	Thiruvananthapuram
Manacaud	695009	Kerala	Thiruvananthapuram
Manali	695505	Kerala	Thiruvananthapuram
Manambur	695611	Kerala	Thiruvananthapuram
Mancha	695541	Kerala	Thiruvananthapuram
Manchamcode	695125	Kerala	Thiruvananthapuram
Manchavilakom	695503	Kerala	Thiruvananthapuram
Manikanteswaram	695013	Kerala	Thiruvananthapuram
Manjamala	695313	Kerala	Thiruvananthapuram
Mannamkonam	695125	Kerala	Thiruvananthapuram
Mannanthala	695015	Kerala	Thiruvananthapuram
Mannurkonam	695541	Kerala	Thiruvananthapuram
Marangad	695542	Kerala	Thiruvananthapuram
Marayamuttom	695131	Kerala	Thiruvananthapuram
Mariyapuram	695127	Kerala	Thiruvananthapuram
Maruthamala	695551	Kerala	Thiruvananthapuram
Maruthikunnu	695603	Kerala	Thiruvananthapuram
Mayam	695505	Kerala	Thiruvananthapuram
Meenankal	695542	Kerala	Thiruvananthapuram
Meenmutty	695562	Kerala	Thiruvananthapuram
Melkadakkavur	695306	Kerala	Thiruvananthapuram
Melvettoor	695312	Kerala	Thiruvananthapuram
Memala	695551	Kerala	Thiruvananthapuram
Mg College	695004	Kerala	Thiruvananthapuram
Mithirmala	695610	Kerala	Thiruvananthapuram
Mithraniketan	695543	Kerala	Thiruvananthapuram
Moongode	695573	Kerala	Thiruvananthapuram
Moonnanakuzhy	695615	Kerala	Thiruvananthapuram
Moonnumukku	695609	Kerala	Thiruvananthapuram
Moothala	695604	Kerala	Thiruvananthapuram
Mudakkal	695103	Kerala	Thiruvananthapuram
Mudapuram	695314	Kerala	Thiruvananthapuram
Mukkolackal	695005	Kerala	Thiruvananthapuram
Mukkudil	695607	Kerala	Thiruvananthapuram
Mulakkalathukavu	695614	Kerala	Thiruvananthapuram
Mulayara	695543	Kerala	Thiruvananthapuram
Mullur	695521	Kerala	Thiruvananthapuram
Mulluvila	695133	Kerala	Thiruvananthapuram
Mundela	695543	Kerala	Thiruvananthapuram
Murukumpuzhaa	695302	Kerala	Thiruvananthapuram
Muthana	695146	Kerala	Thiruvananthapuram
Muthuvila	695610	Kerala	Thiruvananthapuram
Muttada	695025	Kerala	Thiruvananthapuram
Muttakadu	695523	Kerala	Thiruvananthapuram
Muttappalam	695145	Kerala	Thiruvananthapuram
Mylakkara	695572	Kerala	Thiruvananthapuram
Mylamoodu	695609	Kerala	Thiruvananthapuram
Nagaroor	695618	Kerala	Thiruvananthapuram
Nalanchira	695015	Kerala	Thiruvananthapuram
Narimanmoodu	695020	Kerala	Thiruvananthapuram
Navaikulam	695603	Kerala	Thiruvananthapuram
Nedumangad	695541	Kerala	Thiruvananthapuram
Nedumparambu	695102	Kerala	Thiruvananthapuram
Nedunganda	695307	Kerala	Thiruvananthapuram
Neeramankadavuu	695610	Kerala	Thiruvananthapuram
Nellanad	695606	Kerala	Thiruvananthapuram
Nellimoodu	695524	Kerala	Thiruvananthapuram
Nellivila	695523	Kerala	Thiruvananthapuram
Nemom	695020	Kerala	Thiruvananthapuram
Nethajipuram	695584	Kerala	Thiruvananthapuram
Neyyar Dam	695572	Kerala	Thiruvananthapuram
Neyyattinkara	695121	Kerala	Thiruvananthapuram
Neyyattinkara Town	695121	Kerala	Thiruvananthapuram
Nilakkamukku	695306	Kerala	Thiruvananthapuram
Njarayilkonam	695602	Kerala	Thiruvananthapuram
Odayam	695311	Kerala	Thiruvananthapuram
Olathanni	695133	Kerala	Thiruvananthapuram
Ookode	695020	Kerala	Thiruvananthapuram
Oolampara	695005	Kerala	Thiruvananthapuram
Oorupoika	695104	Kerala	Thiruvananthapuram
Ooruttambalam	695507	Kerala	Thiruvananthapuram
Ottasekharamangalam	695125	Kerala	Thiruvananthapuram
Pmg Jn	695033	Kerala	Thiruvananthapuram
Ptp Jn	695004	Kerala	Thiruvananthapuram
Pacha	695562	Kerala	Thiruvananthapuram
Pachallur	695027	Kerala	Thiruvananthapuram
Pakalkuri	695604	Kerala	Thiruvananthapuram
Palachira	695143	Kerala	Thiruvananthapuram
Palamkonam	695607	Kerala	Thiruvananthapuram
Palayamkunnu	695146	Kerala	Thiruvananthapuram
Palkulangara	695024	Kerala	Thiruvananthapuram
Pallichal	695020	Kerala	Thiruvananthapuram
Pallickal Kilimanur	695604	Kerala	Thiruvananthapuram
Pallipuram	695316	Kerala	Thiruvananthapuram
Pallithura	695586	Kerala	Thiruvananthapuram
Paluvally	695562	Kerala	Thiruvananthapuram
Panachamoodu	695505	Kerala	Thiruvananthapuram
Panacode	695542	Kerala	Thiruvananthapuram
Panangode	695563	Kerala	Thiruvananthapuram
Panavoor	695560	Kerala	Thiruvananthapuram
Panayam	695560	Kerala	Thiruvananthapuram
Panayamuttom	695561	Kerala	Thiruvananthapuram
Panayara	695145	Kerala	Thiruvananthapuram
Pandalacode	695028	Kerala	Thiruvananthapuram
Pangappara	695581	Kerala	Thiruvananthapuram
Pangode	695609	Kerala	Thiruvananthapuram
Panniyode	695575	Kerala	Thiruvananthapuram
Pantha	695572	Kerala	Thiruvananthapuram
Pappanamcode	695018	Kerala	Thiruvananthapuram
Parakunnu	695603	Kerala	Thiruvananthapuram
Parandode	695542	Kerala	Thiruvananthapuram
Parappara	695551	Kerala	Thiruvananthapuram
Parassala	695502	Kerala	Thiruvananthapuram
Parasuvaickal	695508	Kerala	Thiruvananthapuram
Parayathukonam	695104	Kerala	Thiruvananthapuram
Paruthikuzhy	695541	Kerala	Thiruvananthapuram
Paruthipally	695574	Kerala	Thiruvananthapuram
Pattom	695004	Kerala	Thiruvananthapuram
Pattom Palace	695004	Kerala	Thiruvananthapuram
Payattuvila	695501	Kerala	Thiruvananthapuram
Pazhakutty	695561	Kerala	Thiruvananthapuram
Pazhayakunnummel	695601	Kerala	Thiruvananthapuram
Peppara Dam	695551	Kerala	Thiruvananthapuram
Perayam	695562	Kerala	Thiruvananthapuram
Peringamala	695563	Kerala	Thiruvananthapuram
Peroor	695601	Kerala	Thiruvananthapuram
Perukavu	695573	Kerala	Thiruvananthapuram
Perumathura	695303	Kerala	Thiruvananthapuram
Perumkadavila	695124	Kerala	Thiruvananthapuram
Perumkulam	695102	Kerala	Thiruvananthapuram
Perumpazhuthoor	695126	Kerala	Thiruvananthapuram
Perunguzhi	695305	Kerala	Thiruvananthapuram
Perurkada	695005	Kerala	Thiruvananthapuram
Peyad	695573	Kerala	Thiruvananthapuram
Pirappancode	695607	Kerala	Thiruvananthapuram
Plamootukada	695120	Kerala	Thiruvananthapuram
Poikamukku	695103	Kerala	Thiruvananthapuram
Ponganadu	695601	Kerala	Thiruvananthapuram
Ponmudi	695551	Kerala	Thiruvananthapuram
Poojapura	695012	Kerala	Thiruvananthapuram
Poojapura Junction	695012	Kerala	Thiruvananthapuram
Poonthura	695026	Kerala	Thiruvananthapuram
Poothura	695309	Kerala	Thiruvananthapuram
Poovachal	695575	Kerala	Thiruvananthapuram
Poovathur	695561	Kerala	Thiruvananthapuram
Poozhanad	695125	Kerala	Thiruvananthapuram
Pothencode	695584	Kerala	Thiruvananthapuram
Powdikonam	695587	Kerala	Thiruvananthapuram
Pozhiyoor	695513	Kerala	Thiruvananthapuram
Prasanth Nagar	695011	Kerala	Thiruvananthapuram
Pravachambalam	695020	Kerala	Thiruvananthapuram
Ptp Nagar	695038	Kerala	Thiruvananthapuram
Pulimath	695612	Kerala	Thiruvananthapuram
Puliyarakonam	695573	Kerala	Thiruvananthapuram
Puliyurkonam	695604	Kerala	Thiruvananthapuram
Pullampara	695607	Kerala	Thiruvananthapuram
Pullanicode	695311	Kerala	Thiruvananthapuram
Pullayil	695601	Kerala	Thiruvananthapuram
Pulluvila	695526	Kerala	Thiruvananthapuram
Punalal	695575	Kerala	Thiruvananthapuram
Puthencurichy	695303	Kerala	Thiruvananthapuram
Puthenthope	695586	Kerala	Thiruvananthapuram
Puthiathura	695526	Kerala	Thiruvananthapuram
Puthukulangara	695541	Kerala	Thiruvananthapuram
Puthusserimukku	695605	Kerala	Thiruvananthapuram
Puvar	695525	Kerala	Thiruvananthapuram
Russelpuram	695501	Kerala	Thiruvananthapuram
Sainik School	695585	Kerala	Thiruvananthapuram
Santhigiri	695584	Kerala	Thiruvananthapuram
Sasthamangalam	695010	Kerala	Thiruvananthapuram
Sasthavattom	695305	Kerala	Thiruvananthapuram
Sreekaryam	695017	Kerala	Thiruvananthapuram
Sreenivasapuram	695145	Kerala	Thiruvananthapuram
St.Xavier's college	695586	Kerala	Thiruvananthapuram
Tv Chalai	695036	Kerala	Thiruvananthapuram
Tv Medical college	695011	Kerala	Thiruvananthapuram
Tv Museum	695033	Kerala	Thiruvananthapuram
Tv University	695034	Kerala	Thiruvananthapuram
Tvm r.k mission	695010	Kerala	Thiruvananthapuram
Tvm Ag's	695039	Kerala	Thiruvananthapuram
Tvm Beach	695007	Kerala	Thiruvananthapuram
Tvm Engg college	695016	Kerala	Thiruvananthapuram
Tvm Fort	695023	Kerala	Thiruvananthapuram
Tvm Govt press	695001	Kerala	Thiruvananthapuram
Tvm Isro	695022	Kerala	Thiruvananthapuram
Tvm Pettah	695024	Kerala	Thiruvananthapuram
Thalikuzhi	695612	Kerala	Thiruvananthapuram
Thamalam	695012	Kerala	Thiruvananthapuram
Thannimoodu	695123	Kerala	Thiruvananthapuram
Thattathumala	695614	Kerala	Thiruvananthapuram
Thekkuppara	695505	Kerala	Thiruvananthapuram
Thennur	695563	Kerala	Thiruvananthapuram
Thiruvallom	695027	Kerala	Thiruvananthapuram
Thiruvananthapuram.	695001	Kerala	Thiruvananthapuram
Thokkad	695143	Kerala	Thiruvananthapuram
Tholicode	695541	Kerala	Thiruvananthapuram
Thonnakkal	695317	Kerala	Thiruvananthapuram
Thope	695008	Kerala	Thiruvananthapuram
Thottakkad	695605	Kerala	Thiruvananthapuram
Thundathil	695581	Kerala	Thiruvananthapuram
Thuruvikkal	695031	Kerala	Thiruvananthapuram
Thycaud	695014	Kerala	Thiruvananthapuram
Tirumala	695006	Kerala	Thiruvananthapuram
Tirupuram	695133	Kerala	Thiruvananthapuram
Titanium	695021	Kerala	Thiruvananthapuram
Tv Thampanoor	695014	Kerala	Thiruvananthapuram
Uchakada	695506	Kerala	Thiruvananthapuram
Ulloor	695011	Kerala	Thiruvananthapuram
Uriakode	695543	Kerala	Thiruvananthapuram
Vadasserikonam	695143	Kerala	Thiruvananthapuram
Vakkom	695308	Kerala	Thiruvananthapuram
Valiamala	695547	Kerala	Thiruvananthapuram
Valiathura	695008	Kerala	Thiruvananthapuram
Valiaveli	695021	Kerala	Thiruvananthapuram
Valiavila	695006	Kerala	Thiruvananthapuram
Vallakkadavoo	695008	Kerala	Thiruvananthapuram
Vamanapuram	695606	Kerala	Thiruvananthapuram
Vanchiyoor Junction	695035	Kerala	Thiruvananthapuram
Vanchiyur	695035	Kerala	Thiruvananthapuram
Vanchiyur-attingal	695102	Kerala	Thiruvananthapuram
Varkala	695141	Kerala	Thiruvananthapuram
Varkala South	695145	Kerala	Thiruvananthapuram
Vattakarikkakom	695562	Kerala	Thiruvananthapuram
Vattappara	695028	Kerala	Thiruvananthapuram
Vattavila	695132	Kerala	Thiruvananthapuram
Vattiyoorkavu	695013	Kerala	Thiruvananthapuram
Vazhichal	695125	Kerala	Thiruvananthapuram
Vedivachankoil	695501	Kerala	Thiruvananthapuram
Veeranakavu	695572	Kerala	Thiruvananthapuram
Veliyamcode	695512	Kerala	Thiruvananthapuram
Veliyannur	695543	Kerala	Thiruvananthapuram
Vellallur	695601	Kerala	Thiruvananthapuram
Vellanad	695543	Kerala	Thiruvananthapuram
Vellarada	695505	Kerala	Thiruvananthapuram
Vellayani	695522	Kerala	Thiruvananthapuram
Vellumannady	695607	Kerala	Thiruvananthapuram
Vembayam	695615	Kerala	Thiruvananthapuram
Venganur	695523	Kerala	Thiruvananthapuram
Venjaramoodu	695607	Kerala	Thiruvananthapuram
Venkadambu	695506	Kerala	Thiruvananthapuram
Venkode	695028	Kerala	Thiruvananthapuram
Venkulam	695311	Kerala	Thiruvananthapuram
Vennicode	695318	Kerala	Thiruvananthapuram
Venpakal	695123	Kerala	Thiruvananthapuram
Vettiyara	695603	Kerala	Thiruvananthapuram
Vettoor	695312	Kerala	Thiruvananthapuram
Vikas Bhavan	695033	Kerala	Thiruvananthapuram
Vilappilsala	695573	Kerala	Thiruvananthapuram
Vilayilmoola	695101	Kerala	Thiruvananthapuram
Vinobaniketan	695542	Kerala	Thiruvananthapuram
Vithura	695551	Kerala	Thiruvananthapuram
Vizhinjam	695521	Kerala	Thiruvananthapuram
Adat	680554	Kerala	Thrissur
Agalad	680518	Kerala	Thrissur
Akathiyur	680503	Kerala	Thrissur
Akkikkavu	680519	Kerala	Thrissur
Alagappanagar	680302	Kerala	Thrissur
Alapad	680641	Kerala	Thrissur
Alathur(thrissur)	680741	Kerala	Thrissur
Alur	680683	Kerala	Thrissur
Alur Mattam	680603	Kerala	Thrissur
Amalanagar	680555	Kerala	Thrissur
Ammadam	680563	Kerala	Thrissur
Anandapuram	680323	Kerala	Thrissur
Anapuzha	680667	Kerala	Thrissur
Anchery	680006	Kerala	Thrissur
Andathode	679564	Kerala	Thrissur
Anjur Mundur	680549	Kerala	Thrissur
Anjur-kunnamkulam	680523	Kerala	Thrissur
Annakara	680508	Kerala	Thrissur
Annallur	680731	Kerala	Thrissur
Annamanada	680741	Kerala	Thrissur
Annanad	680309	Kerala	Thrissur
Anthikad	680641	Kerala	Thrissur
Aranattukara	680618	Kerala	Thrissur
Arangottukara	680593	Kerala	Thrissur
Arattupuzha	680562	Kerala	Thrissur
Arimpur	680620	Kerala	Thrissur
Aripalam	680688	Kerala	Thrissur
Ariyannur	680102	Kerala	Thrissur
Arthat	680521	Kerala	Thrissur
Asarikkad	680751	Kerala	Thrissur
Ashtamichira	680731	Kerala	Thrissur
Athani Trichur	680771	Kerala	Thrissur
Attur	680592	Kerala	Thrissur
Avanisseri	680313	Kerala	Thrissur
Avanur	680547	Kerala	Thrissur
Avittathur	680683	Kerala	Thrissur
Ayyanthole	680003	Kerala	Thrissur
Ayyanthole North	680003	Kerala	Thrissur
Ayyappankavu	680751	Kerala	Thrissur
Azhikode Jetty	680666	Kerala	Thrissur
Azhikode-thrissur	680673	Kerala	Thrissur
Blangad	680506	Kerala	Thrissur
Brahmakulam	680104	Kerala	Thrissur
Chaipankuzhi	680724	Kerala	Thrissur
Chakkarappadam	680686	Kerala	Thrissur
Chakkumkandam	680522	Kerala	Thrissur
Chalakudi	680307	Kerala	Thrissur
Chalingad	680681	Kerala	Thrissur
Chamakkala	680687	Kerala	Thrissur
Chammannur	679561	Kerala	Thrissur
Chattikulam	680721	Kerala	Thrissur
Chavakkad	680506	Kerala	Thrissur
Chazhur	680571	Kerala	Thrissur
Chelakkara	680586	Kerala	Thrissur
Chelakode	680587	Kerala	Thrissur
Chembuchira	680684	Kerala	Thrissur
Chemmannur	680517	Kerala	Thrissur
Chemmanthatta	680501	Kerala	Thrissur
Chengallur	680312	Kerala	Thrissur
Chennaipara	680653	Kerala	Thrissur
Chentrappinni	680687	Kerala	Thrissur
Chentrappinni East	680687	Kerala	Thrissur
Cherpu	680561	Kerala	Thrissur
Cherpu Padinjattumuri	680573	Kerala	Thrissur
Cherur	680008	Kerala	Thrissur
